,Answer.ID,FailingMethod,Question.ID,Answer.duration,Answer.confidence,Answer.difficulty,GroundTruth,TP,TN,FN,FP,Answer.option,Answer.order,Answer.explanation,Code.LOC,Code.complexity,Worker.ID,Worker.score,Worker.profession,Worker.yearsOfExperience,Worker.age,Worker.gender,Worker.whereLearnedToCode,Worker.country,Worker.programmingLanguage,Answer.explanationComplexity
18,279,0,0,24.864,5,1,0,0,1,0,0,0,1,This variable definition is perfectly fine.,1,1,1593eE-3a2g273,5,Undergraduate_Student,8.0,20,0,1150,0,3,0
19,280,0,0,236.919,5,3,0,0,0,0,1,2,2,The value of hoursoffset variable is lying in an invalid argument zone. hence the conditional statements inside this method will not be invoked and an exception of Invalid Argument will be shown to the user.,1,1,1566Gg-1I7G-1-4-3,4,Professional_Developer,2.0,24,0,1000,6,2,90
20,441,0,1,140.407,4,3,1,1,0,0,0,2,3,Minutes are set to -15; which is less then 0 and it throws illegal arg exception,1,1,35Eg-6i-8G-2-6-8,3,Undergraduate_Student,3.0,49,1,1000,4,1,100
21,442,0,1,77.018,5,1,1,0,0,1,0,0,3,The code never gets that far. The problem is at line 279 which prevents a negative minutes value being accepted even though the programmer comments indicate that since version 2.3 negative minutes up to -59 are acceptable. The @throws IllegalArgumentException comment is also referring to versions before 2.3.,1,1,27Ei-8i0A-3-59:15cG-7i7C996,3,Professional_Developer,23.0,44,0,1100,1,2,100
22,443,0,1,112.409,5,2,1,1,0,0,0,2,3,In the code there is a check that 0 <= minutes < 60 and the minutesOffset is -15 which does not fall into these prarmeters thus throwing an Exception,1,1,286Ig-9C0E170,5,Undergraduate_Student,5.0,20,0,1050,1,2,100
23,444,0,1,76.418,5,1,1,1,0,0,0,2,3,There is a logical check for if minuteOffset is less than 0 or greater than 59 causing it to throw an exception because the value is out of bounds (negative number),1,1,1221iC8A5A242:495CC9e6a691:11aE2c-4c-9-86,4,Undergraduate_Student,4.0,19,0,1050,0,2,90
24,445,0,1,261.928,5,2,1,1,0,0,0,2,3,"YES. The issue is on line 279 (as I explained in my first question; of which I misunderstood that I was only being asked about the specific issue; not generalized issue). On line 279 the variable ""minutesOffSet"" is parameterized to throw an exception if it is < 0 or > 59. Line 279 should read ""if (minutesOffset < -59 || minutesOffset > 59) {"" because now the method can take in the number of minutes as a negative and will allow the method to properly progress to invoke/call further methods such as those asked about in the two previous questions.",1,1,555aC0a8e4-8-3:535CE8A-5e-95-2,3,Graduate_Student,1.0,25,1,1000,1,1,100
25,446,0,1,236.045,5,1,1,1,0,0,0,2,3,"The variable ""minutesOffset"" is checked incorrectly by the IF statement on line 279. Any negative value for ""minutesOffset"" will throw this exception; while the documentation states that ""minutesOffset"" can be negative in some cases.",1,1,815aA-9g-4e44-8:182Ae3g-6i-30-5,5,Professional_Developer,5.0,29,0,1000,1,3,100
26,447,0,1,2038.849,4,2,1,0,0,1,0,0,3,Again the issue remains that the parameter check for minutes at line 279 doesn't allow negative numbers  and thus throws the exception.  This needs to be changed to allow up to -59 (but only if hour is positive) if the comments are up to date ... plus possibly later code as well; but certainly that for starters. ,1,1,67AI-8G5A71-3:163Aa0i0a963:161eg5c5I-649,5,Other,30.0,61,0,1100,4,3,100
27,448,0,1,259.79,3,3,1,1,0,0,0,2,3,This variable contains a value of -15 as set by DateTimeZone.forOffsetHoursMinutes(-2; -15). Line 279 checks to see if is a valid value; meaning that is between 0 and 59. Since it is not; an exception error is thrown in line 280.,1,1,78cA-9e4a2-6-7,5,Hobbyist,1.0,30,1,1000,7,0,100
28,449,0,1,230.142,4,3,1,1,0,0,0,2,3,Yes; the variable gets set to -15 through the arguments above. The code specifically encounters the error on line 279 when it tests if minutesOffset < 0; (-15) which is the case; so it throws the error on line 280 : Minutes out of range: with the value provided for that argument -15.,1,1,1449GA0I-4C14-1,4,Undergraduate_Student,4.0,35,0,100,1,3,100
29,450,0,1,253.302,4,2,1,1,0,0,0,2,2,"As noted in the comments; valid input for minutes must be in the rage -59 to +59 but on line 279 of the source minutesOffset is checked for < 0. Instead it should be minutesOFfset < -59 . Also noted in comments is that versions before 2.3 minutes had to be zero or positive. ""Minutes out of range: + minutesOffset"" is our error.",1,1,41eI0e3i-806:568Ae7g8c-7-1-2,5,Hobbyist,4.0,35,0,1050,1,2,100
30,451,0,1,89.521,4,3,1,1,0,0,0,2,2,"the variable should be defined as ""unsigned int"" if we expect it to be always positive",1,1,1523iA8C4C-602,5,Professional_Developer,14.0,34,0,1150,8,2,75
31,452,0,1,362.489,5,5,1,0,0,1,0,0,2,minutesOffset it is the offset in minutes from UTC; must be between 0 and 59 inclusive ,1,1,1517gG7e-9a5-12:13EE-9c-7e880,5,Graduate_Student,4.0,24,1,1000,3,1,50
32,453,0,1,32.16,4,2,1,0,0,1,0,0,2,this is also an int; which is a signed value.,1,1,1568aA-4c6i-106:505iC4e-2c-439,3,Professional_Developer,15.0,39,0,1050,1,3,50
33,454,0,1,47.276,4,4,1,0,0,1,0,0,2,The second argument should be just 15,1,1,1524GC-4c-6e84-1,5,Professional_Developer,16.0,40,1,1000,3,3,50
34,455,0,1,161.419,4,4,1,1,0,0,0,2,2,The value of minutes offset does not have valid argument as a result this method will not be called as and argument exception will be displayed.,1,1,1573Ic-9c3a-7-13,5,Graduate_Student,2.0,24,0,1000,3,2,80
35,456,0,1,58.673,5,1,1,1,0,0,0,2,2,yep; they are checking if minutesOffset < 0 to throw an exception; and as -15 <0; it gets thrown. looks like they updated the comments but not the code. and this is why comments are evil liars that can't be trusted!,1,1,1598AG0g-8e-9-32,4,Professional_Developer,25.0,25,0,1100,1,2,85
36,457,0,1,129.491,5,1,1,1,0,0,0,2,2,The error is stemming from line 279 because the value of -15 for minutesOffset is < 0. The line should be     if (minutesOffset < -59 || minutesOffset > 59) {,1,1,83gE-9E9a-176:1609ca8I0E-894,4,Undergraduate_Student,9.0,27,0,1150,1,2,100
37,458,0,1,84.408,5,4,1,0,0,1,0,0,2,The definition seems fine to me. ,1,1,1587ee-3A7e8-7-2,4,Undergraduate_Student,2.0,19,0,1000,0,1,10
38,459,0,1,439.439,4,3,1,0,0,1,0,0,2,There should be no issue with the variable minutesOffset; as it was declared properly and should not be related to the failure when it was being used in the correct manner. minutesOffset is of type int; but it is not being miscalled anywhere in the source code.,1,1,48AI-2e-3i700:595II-6A9A7-4-4,5,Undergraduate_Student,2.0,19,0,1150,0,3,30
39,460,0,1,32.477,4,4,1,0,0,1,0,0,2,I believe the issue is with hoursOffset not minutes,1,1,100iI-7A-7g-505:15ge-4I9c-31-7,5,Hobbyist,4.0,28,0,50,0,4,50
40,201,0,2,65.404,5,1,0,0,1,0,0,0,2,The conditional checks if hours and minutes are 0.  This is not true; so the conditional does not come into play.,3,3,23EE-1c8E1-7-2:16eA-3g-9A-7-5-3,4,Professional_Developer,6.0,31,1,1050,5,2,75
41,202,0,2,97.034,5,1,0,0,1,0,0,0,2,Lines 273 to 275 only check to ensure the offsets don't equal zero. These lines don't result in the exception shown above being shown.,3,3,270ie-2C-4c-550:97ai0I-8C871,5,Professional_Developer,20.0,25,0,1100,1,2,95
42,203,0,2,949.159,4,4,0,0,1,0,0,0,2,There is a static field named UTC ;which will return Universal coordinated time,3,3,519CE-1a-8G700:117Ec-7c4a-50-9:93Ce-7c-8i-69-4,5,Professional_Developer,4.0,29,1,1000,1,2,50
43,204,0,2,66.349,5,1,0,0,1,0,0,0,2,The offset values are just being checked for zero values; and the code will pass through.,3,3,94iC8I-7g2-6-9:176ac-2C-6e7-94,3,Professional_Developer,25.0,42,0,1150,9,3,75
44,205,0,2,192.496,5,1,0,0,1,0,0,0,2,The error being thrown is on lines 279-281    Lines 273-275 would be returning the timezone rather then throwing errors,3,3,941eE-4G9i-56-4:283Aa7E0I474,3,Undergraduate_Student,5.0,21,0,1100,0,1,90
45,206,0,2,77.641,4,2,0,0,1,0,0,0,2,This shouldn't be causing an out of range error because this is only looking to see if the inputs are 0 so that shouldn't be the issue here.,3,3,358ig-7C7C5-1-2:10EI0c-3A0-3-9,5,Professional_Developer,5.0,32,0,1000,1,1,40
46,207,0,2,68.932,5,1,0,0,1,0,0,0,2,That line just says that if there is no offset; then just return the usual time.,3,3,494gg-5i2I0-76,5,Graduate_Student,1.0,26,0,50,0,2,50
47,208,0,2,40.778,5,1,0,0,1,0,0,0,2,The conditional is simply checking if the inputs are both 0; in which case it returns the current time,3,3,562iC0e2c-7-5-1,4,Undergraduate_Student,3.0,19,0,1150,1,3,60
48,209,0,2,125.81,4,4,0,0,0,0,1,2,2,"The same problem as the string is trying to sub string a Null value. But wouldn't the "".length() > 0"" part eliminate that issue?    No; calling itemdescription.length() when itemdescription is null would not generate a StringIndexOutOfBoundsException; but rather a NullPointerException since you would essentially be trying to call a method on null.    As others have indicated; StringIndexOutOfBoundsException indicates that itemdescription is not at least 38 characters long. You probably want to handle both conditions (I assuming you want to truncate):  ",3,3,892CA6a-8c802:759GA-8a-5a-285,4,Professional_Developer,6.0,31,1,1050,5,2,100
49,210,0,2,46.937,5,2,0,0,1,0,0,0,2,The problem is in line 279; the statement throws an IllegalArgumentException for any minutesOffset less than 0 (i.e. negative offsets).,3,3,96CE1c7G35-1:591ga-7E0E9-88,4,Hobbyist,15.0,31,1,50,1,2,95
50,211,0,2,27.755,5,1,0,0,1,0,0,0,2,There is no offset; therefore we can just return the local time.,3,3,307Cg-5C7a4-4-3:881AI5C9I3-85,4,Professional_Developer,4.0,22,0,1000,1,3,75
51,212,0,2,325.778,5,3,0,0,1,0,0,0,2,There is no error with the conditional clause. It has a valid argument and proper syntax.,3,3,19cI3G-7E-6-6-2,3,Other,1.0,27,0,50,10,1,20
52,213,0,2,364.273,4,1,0,0,1,0,0,0,2,Those lines of code only determine that if both parameters that are fed into forOffsetHoursMinutes have a 0 value; the function returns UTC; which is exactly the same as no offset. This would seem to be a proper way for the method to function. Since the parameters that are fed into the method are not both 0; the code in that block is not executed and can therefore have nothing to do with the resulting exception.,3,3,87gg-4A6E-40-7,5,Hobbyist,1.0,45,1,1000,1,2,85
53,214,0,2,27.281,4,3,0,0,0,0,1,2,2,shouldn't be negative sign in front of  15,3,3,1445ca0A-2a-819,3,Undergraduate_Student,2.0,21,0,1000,11,1,70
54,215,0,2,34.452,5,2,0,0,1,0,0,0,2,0 is a valid condition here,3,3,1475GI2G-2E055,3,Undergraduate_Student,3.0,27,0,1050,11,1,0
55,216,0,2,64.934,3,3,0,0,1,0,0,0,2,has nothing to do with the minutes being out of range (just return the date/time if there is no offset),3,3,1497Ia5a4a-185,4,Undergraduate_Student,3.0,18,1,1100,0,1,20
56,217,0,2,84.774,5,1,0,0,1,0,0,0,2,It's a couple simple int;int comparisons and a return statement,3,3,1516AC-8a0i-123,5,Hobbyist,5.0,34,0,1050,1,2,20
57,218,0,2,97.36,5,1,0,0,1,0,0,0,2,The logic check for an offset of 0 hours and 0 minutes works correctly and is unrelated to this exception.,3,3,1521AI-8g4A-1-63,5,Undergraduate_Student,17.0,28,0,50,1,1,20
58,219,0,2,144.649,5,5,0,0,1,0,0,0,2,both variables are checked with equality with 0; condition is nothing to do with failure ,3,3,1518CC2g5I-319,4,Graduate_Student,3.0,26,0,1000,1,1,80
59,220,0,2,114.475,5,1,0,0,1,0,0,0,2,"The conditional clause makes sense because the program is checking if any offset was included. The conditional statment being checked will be false for the provided input because hours is not zero (and minutes are not zero; but since it's an ""and"" statement that doesn't matter) so line 274 will not run and it cannot be the source of the problem. ",3,3,1557AI-3a0g03-3,5,Other,10.0,27,1,1100,1,1,80
60,141,0,3,79.257,1,5,0,0,1,0,0,0,2,These line don't apply. ,3,1,3AI7C4g38-9,3,Hobbyist,12.0,28,0,150,0,1,5
61,142,0,3,80.128,5,2,0,0,1,0,0,0,2,hour range is 0 to 23 both positive and negative and a valid check,3,1,139ga6a-3G761,5,Professional_Developer,4.0,25,0,1000,3,1,20
62,143,0,3,159.549,5,2,0,0,1,0,0,0,2,"This conditional is not satisfied by the input. Plus if this exception were raised the exception message would say ""Hours out of range"" instead of minutes. The exception is coming from line 280.",3,1,33ac-3i3I5-8-3:72ag4C-7e4-1-9,5,Hobbyist,13.0,39,0,50,9,3,95
63,144,0,3,131.033,5,1,0,0,1,0,0,0,2,No issue on 276 to 278. The error will happen on line 279 when a check for minutesOffset is done. At this point an IllegalArgumentException will be thrown on line 280. ,3,1,94CA2E-8e-485:14aa-9a8A-9-86,5,Professional_Developer,15.0,45,0,1150,1,3,100
64,145,0,3,73.867,5,1,0,0,1,0,0,0,2,This error handling code is consistent with the functionality indicated by the comments.,3,1,208Ic-2C0G2-11,5,Other,20.0,35,0,1100,4,2,20
65,146,0,3,105.483,5,1,0,0,1,0,0,0,2,"The error message states ""Minutes out of range"" yet the code between lines 276-278 state ""Hours out of range."" Looking at the rest of the code; the -15 parameter refers to minutesOffSet so it wasn't being tested.",3,1,235ec8G6c-82-6,5,Hobbyist,1.0,25,0,1050,0,1,90
66,147,0,3,106.39,5,2,0,0,1,0,0,0,2,The if statement in line 276 allows a negative hourOffset to -23; so a -2 hourOffset that was passed would be acceptable. The exception is thrown at line 280; where the minuteOffset is evaluated.,3,1,21Ig2A-5e0-88:292CE-5a2c86-4:60ei9e-5I04-3,4,Professional_Developer,12.0,27,0,1150,0,3,95
67,148,0,3,48.024,5,1,0,0,1,0,0,0,2,As stated in the earlier question; the issue lies in the input. ,3,1,502Ia1G-7i-502,5,Hobbyist,15.0,29,0,100,3,1,20
68,149,0,3,100.181,5,3,0,0,1,0,0,0,2,No the exception was thrown at line 280 because the minutesOffset passed to the method is < 0.,3,1,9gG8A-6g-1-55:601eI7I-3a-5-5-6,4,Professional_Developer,5.0,30,0,1000,0,2,100
69,150,0,3,634.609,2,4,0,0,1,0,0,0,2,"The conditional clause between lines 276 and 278 seem to checking the hour value to determine if it is in the correct range which is between -23 and 23. Since the hour value appears to be valid as the IllegalArgumentException ""Hours out of range"" is not thrown; the issue does not seem to be in these lines.  ",3,1,659ei-2E2a2-1-2,5,Hobbyist,1.0,30,1,1000,7,0,85
70,151,0,3,94.979,0,5,0,0,0,0,0,1,2,"Actually; I didn't pay close enough attention in the last one. I think that I didn't realize that I'm completely unfamiliar with ""throw"" -- does throw even exist in python? Maybe it does; but I haven't learned about it yet; I'm still not very good at programming..",3,1,1457Ee7C-8c4-51:836Ii-6G-5c-819,3,Undergraduate_Student,2.0,21,1,1000,0,1,0
71,152,0,3,133.565,4,2,0,0,1,0,0,0,2,The statement in line 276 checks houroffset between -23 and 23.If the value exceeds that limit it will result only  in hour out of range exception.,3,1,1473AA6C1c-25-6,4,Professional_Developer,9.0,33,1,1000,12,1,100
72,153,0,3,472.212,4,4,0,0,1,0,0,0,2,That exception is for minutes out of range while the lines highlighted are for hours. ,3,1,1494IE-6g9G9-48,4,Hobbyist,8.0,19,0,1150,11,1,85
73,154,0,3,154.19,5,1,0,0,1,0,0,0,2,The issue is pretty clearly in lines 279-281. You considered -02:15 to be (-2;-15) however your logic is set up so that a negative minute offset throws an illeg arg exception. Either always have the minute offset be positive or change the conditions in that line. Depending on what you choose; make sure you alter lines 285-290 as well. ,3,1,1519cI0C0C5-18,4,Undergraduate_Student,2.0,21,0,1000,1,1,95
74,155,0,3,88.125,5,3,0,0,1,0,0,0,2,This code segment is fine and gives and error message if the user does not follow rules of useage,3,1,1522GC0e-3c50-8,5,Undergraduate_Student,2.0,20,0,1000,0,2,0
75,156,0,3,115.06,4,4,0,0,0,0,1,2,2,there's time mentioned in negative which is out of range for language,3,1,1535eC4G4g-8-85:827Ca-4g2e-90-5,5,Professional_Developer,1.0,25,0,1000,3,1,85
76,157,0,3,37.12,4,3,0,0,1,0,0,0,2," if (minutesOffset < 0 || minutesOffset > 59) {              throw new IllegalArgumentException(""Minutes out of range: "" + minutesOffset);          }",3,1,1559gE-3I4e-4-52,4,Professional_Developer,7.0,32,1,1000,1,3,80
77,158,0,3,165.434,5,2,0,0,1,0,0,0,2,Similar to the previous question; lines 276 and 278 did not cause the failure because the failure states that the minutesoffset were out of range (causing an illegal argument exception) while lines 276 and 278 deal solely with the hoursoffset.,3,1,1574eC4g2e-1-31,3,Undergraduate_Student,1.0,18,1,100,0,1,95
78,159,0,3,264.833,4,2,0,0,1,0,0,0,2,As the value send is -2; the hoursoffset value will not be less than -23 or greater than 23,3,1,1582ai0e2I065,5,Graduate_Student,2.0,24,0,1050,3,2,75
79,160,0,3,97.47,5,1,0,0,1,0,0,0,2,The error message indicates that the failure occurs on line 280.,3,1,1592Eg1I-7A9-5-4,5,Professional_Developer,12.0,30,0,1150,0,1,70
80,241,0,4,93.045,4,2,1,0,0,1,0,0,2,The minute variable was negative therefore; it threw the exception because it only takes numbers between 0 and 59 for minutes.,3,2,832cg-7G1i-462:73eI-8E-2g-985,5,Undergraduate_Student,7.0,21,0,100,0,4,100
81,242,0,4,60.89,5,1,1,1,0,0,0,2,2,the conditional clause throws an error if the value of minutes is smaller than zero,3,2,98ce7A-4i-507,4,Undergraduate_Student,10.0,25,1,1150,0,2,90
82,243,0,4,218.695,5,4,1,1,0,0,0,2,2,The argument -15 is less than 0; which causes the if statement conditional on line 279 to pass. This results in the exception on line 280 being thrown. According to the comment block above the method; minutesOffset should be checked for below -59 or above 59.,3,2,881AC0I2E-625:135cI3E-7e8-86,5,Professional_Developer,7.0,24,0,1150,0,4,100
83,244,0,4,42.667,3,5,1,1,0,0,0,2,2,There may be an issue as it involves not indigenous java,3,2,188aC8i1a150,5,Professional_Developer,4.0,27,1,1050,3,3,0
84,245,0,4,93.64,5,1,1,1,0,0,0,2,2,According to the comments; the minute value should be between -59 and +59; but the conditional statement is checking for a value between 0 and 59.,3,2,270eG-5c6A3-46:65eI-2i-2I-9-36,5,Professional_Developer,20.0,38,0,1100,1,2,100
85,246,0,4,189.911,5,1,1,0,0,1,0,0,2,There is not an issue with this portion of the code; in fact this is where the exception we receive is thrown.  Therefore the issue probably occurs before we reach this part of the code; such as when the arguments are passed into the method.,3,2,844Cg1g5e1-17:255ei-8G8E85-8,3,Undergraduate_Student,5.0,19,0,1150,0,3,75
86,247,0,4,148.875,5,1,1,1,0,0,0,2,2,Yes; this line is exactly the one that produces the exception when minutesOffset is <0. As minutesOffset; being the second argument in the function; gets the value -15 in the call to DateTimeZone.forOffsetHoursMinutes(-2; -15),3,2,59gA3i5E2-7-9:249IE-2a8E-92-1,5,Graduate_Student,12.0,40,0,1050,2,2,100
87,248,0,4,141.524,5,1,1,1,0,0,0,2,2,You are passing it a negative offset value (-15) and the conditionals are set to reject any offset that is less than 0 or greater than 59 and throw a new exception.,3,2,656AI5G0i-32-5,4,Undergraduate_Student,4.0,20,0,1050,1,3,90
88,249,0,4,233.341,4,3,1,1,0,0,0,2,2,the code is incomplete. it properly checks for greater than 59 but neglects to take into account if the hours are negative before rejecting minutes for being negative. it would be more correct though not completely to check for less than -59 instead of less than 0,3,2,452Ig6c-9G-502:768Ga1I8G-27-2:69eC6i-8G00-4,4,Hobbyist,35.0,59,0,1050,1,1,90
89,250,0,4,137.595,3,5,1,0,0,1,0,0,1,It will return the offset,3,2,40Ge-1c-3I-31-7,4,Professional_Developer,3.0,23,0,1000,3,1,0
90,251,0,4,40.701,0,5,1,0,0,1,0,1,1,am not good in thus questanaire,3,2,1338Ag-4A7i-4-85,3,Graduate_Student,2.0,26,0,1050,1,1,0
91,252,0,4,271.58,5,1,1,1,0,0,0,2,1,"Line 279 written as ""minutesOffset < 0"" makes it clear it's the one throwing the Exception; as the -15 in the minutes spot is clearly less than 0.",3,2,1456eI-3g8a-22-2:488gG-7E2G-8-68,4,Other,2.5,24,0,100,0,2,90
92,253,0,4,138.806,5,1,1,1,0,0,0,2,1,this cause assumes all negative minutes are bad. from the comment; negative minutes are ok when the hours are negative too. the comments specifically say its bad when the mins are negative but the hours are positive. there is a line break in the middle of that part of the comment which could lead a programmer to miss half of the info.,3,2,1471CA8i0C-225,5,Other,15.0,39,1,1000,4,1,100
93,254,0,4,155.351,5,3,1,1,0,0,0,2,1,"Yes ; this conditional clause is exactly the place from where the exception is thrown ; because it is not in valid range of ""minutes""",3,2,1504ic8g0I130:312cI-5a9I-1-82:10eG-8i5a-618,5,Professional_Developer,8.0,33,0,50,3,2,90
94,255,0,4,32.826,4,3,1,1,0,0,0,2,1,It's because of second line negative value.,3,2,1520Ea3c0E3-65:9AI0g4a-386,5,Graduate_Student,3.0,24,0,1050,3,1,50
95,256,0,4,50.738,5,1,1,1,0,0,0,2,1,This conditional will reject any negative minute input; even if the hour input is also negative.,3,2,172Cg2C7i-8-1-4,3,Graduate_Student,6.0,33,1,1100,4,1,90
96,257,0,4,35.532,5,1,1,1,0,0,0,2,1,This is the argument exception thrown.,3,2,15GG-1G-6I44-8:1540CE2g-7G26-4,5,Professional_Developer,10.0,32,0,1050,1,1,20
97,258,0,4,39.864,5,1,1,1,0,0,0,2,1,-15 is less then 0; so it throws IllegalArgumentException,3,2,1569GA-9C0a903,5,Professional_Developer,7.0,28,0,1000,1,1,85
98,259,0,4,644.626,5,2,1,1,0,0,0,2,1,Value passed in minutes -15;where as it checks (<0 | >53).,3,2,1558IC6A2G07-8,3,Professional_Developer,7.0,35,0,1000,5,1,100
99,260,0,4,542.43,5,4,1,0,0,1,0,0,1,DateTimeZone.forOffsetHoursMinutes(-2; -15) is an invalid argument so it will directly throw an exception. Hence there is no issue between the conditional statement.,3,2,1566Gg-1I7G-1-4-3,4,Professional_Developer,2.0,24,0,1000,6,2,85
100,381,0,5,323.388,1,3,0,0,1,1,0,0,2,I don't think it ever goes that far into code to cause an issue because if statement checks if minutes are less then 0 or greater then 59 and -15 is less then 0,1,1,35Eg-6i-8G-2-6-8,3,Undergraduate_Student,3.0,49,1,1000,4,1,85
101,382,0,5,27.038,5,1,0,0,1,1,0,0,2,The problem is at line 279 which prevents a negative minutes value being accepted even though the programmer comments indicate that since version 2.3 negative minutes up to -59 are acceptable. The @throws IllegalArgumentException comment is also referring to versions before 2.3.,1,1,27Ei-8i0A-3-59:15cG-7i7C996,3,Professional_Developer,23.0,44,0,1100,1,2,100
102,383,0,5,118.128,5,1,0,0,1,1,0,0,2,This is a variable used to calculate the offset; and the error is happening above this,1,1,286Ig-9C0E170,5,Undergraduate_Student,5.0,20,0,1050,1,2,60
103,384,0,5,109.986,5,1,0,0,1,1,0,0,2,offset is not even reached before the IllegalArgumentException is thrown,1,1,1221iC8A5A242:495CC9e6a691:11aE2c-4c-9-86,4,Undergraduate_Student,4.0,19,0,1050,0,2,85
104,385,0,5,248.427,3,2,0,1,0,0,1,2,2,"As I seem to have misunderstood the previous question; for the sake of consistency; I will declare Yes; there is an issue BUT No; it is not with the variable ""offset"". The issue can be attributed to line 279 because the variable ""minutesOffSet"" is still parameterized to throw an exception if it is < 0; rather it should be: < -59 to correct this issue.",1,1,555aC0a8e4-8-3:535CE8A-5e-95-2,3,Graduate_Student,1.0,25,1,1000,1,1,100
105,386,0,5,761.08,4,2,0,0,1,1,0,0,2,we never get to line 282 as the exeception is thrown due to minutes being negative at line 280 ... as in first part; comments and code are at odds.,1,1,67AI-8G5A71-3:163Aa0i0a963:161eg5c5I-649,5,Other,30.0,61,0,1100,4,3,100
