Person.id|Post.id|creationDate
19791209300326|274877907457|2011-08-08T22:01:54.144+0000
19791209300608|274877907457|2011-08-11T10:16:12.623+0000
19791209300787|274877907457|2011-09-25T05:43:18.914+0000
19791209301454|274877907457|2011-08-01T00:26:55.503+0000
24189255812580|274877907457|2011-11-30T03:08:32.248+0000
26388279066664|274877907457|2012-02-10T08:30:25.900+0000
26388279067534|274877907457|2012-01-16T08:08:18.180+0000
32985348833653|274877907457|2012-08-17T03:38:22.383+0000
17592186045693|274877907529|2012-07-30T15:01:12.836+0000
26388279067534|274877907542|2012-06-01T00:26:27.526+0000
1274|481036337752|2012-05-10T08:57:45.313+0000
1490|481036337752|2011-05-22T04:17:38.759+0000
15393162789274|481036337752|2011-07-05T06:44:29.395+0000
17592186044425|481036337752|2012-07-17T08:25:58.254+0000
17592186045693|481036337752|2012-07-24T04:52:49.502+0000
26388279067534|481036337752|2012-02-14T23:28:17.573+0000
15393162789274|412316861035|2012-01-08T14:31:59.340+0000
1274|412316861046|2011-06-03T20:09:26.427+0000
1490|412316861046|2011-12-20T17:51:16.946+0000
15393162789274|412316861046|2012-01-08T10:26:55.472+0000
15393162790400|412316861046|2011-09-01T23:57:41.009+0000
17592186044425|412316861046|2011-12-04T07:44:13.250+0000
17592186045693|412316861046|2012-06-15T12:17:28.623+0000
17592186044425|755914244750|2012-07-20T09:33:14.081+0000
26388279067534|755914244750|2012-06-13T21:33:22.785+0000
1274|274877907616|2012-05-10T00:46:11.202+0000
1490|274877907616|2012-01-16T16:13:31.110+0000
2199023256437|274877907616|2011-07-01T03:02:53.890+0000
15393162789274|274877907616|2011-12-18T03:56:40.710+0000
15393162790400|274877907616|2012-08-27T00:33:01.601+0000
28587302322537|274877907616|2012-05-12T19:33:59.136+0000
15393162790400|274877907628|2012-08-27T15:15:59.501+0000
2199023256437|274877907648|2011-01-12T00:23:58.200+0000
17592186044425|962072675032|2012-07-26T16:00:32.937+0000
15393162789274|962072675036|2012-07-17T21:36:37.963+0000
17592186044425|962072675036|2012-07-06T03:14:19.530+0000
15393162789274|962072675052|2012-07-15T08:28:46.128+0000
17592186044425|962072675052|2012-07-07T12:33:08.267+0000
15393162789274|962072675053|2012-07-14T15:29:52.162+0000
17592186044425|962072675053|2012-07-09T08:42:38.728+0000
1490|549755814644|2011-08-01T08:35:28.800+0000
2199023256437|549755814644|2011-09-26T08:37:00.782+0000
26388279067534|549755814644|2012-08-22T09:08:34.592+0000
1490|343597384457|2011-03-03T12:07:41.391+0000
2199023256437|343597384457|2011-03-11T01:56:03.362+0000
15393162789274|343597384457|2012-02-10T22:23:29.874+0000
15393162790400|343597384457|2011-09-17T01:44:37.842+0000
17592186045693|343597384457|2012-01-29T04:01:06.148+0000
26388279067534|343597384457|2012-04-14T20:18:53.715+0000
28587302322537|343597384457|2012-07-24T00:43:25.515+0000
1490|618475291414|2011-07-14T15:10:52.040+0000
2199023256437|618475291414|2012-06-09T04:26:49.553+0000
15393162790400|618475291414|2011-08-31T02:17:17.113+0000
1274|274877907757|2011-09-18T22:11:44.112+0000
1490|274877907757|2012-03-26T08:39:04.183+0000
2199023256437|274877907757|2011-04-19T06:20:31.341+0000
17592186044425|274877907757|2011-12-27T11:27:46.412+0000
17592186045693|274877907757|2011-11-23T22:23:47.865+0000
26388279067534|274877907757|2012-09-11T23:31:24.333+0000
1490|755914244919|2012-01-26T14:16:51.638+0000
15393162790400|755914244919|2012-05-19T23:56:47.365+0000
17592186044425|755914244919|2012-08-19T09:32:33.025+0000
17592186044425|343597384525|2011-09-28T19:16:53.392+0000
2199023256437|274877907859|2011-01-13T19:23:09.431+0000
19791209300852|1030792151992|2012-09-12T14:47:09.482+0000
19791209300852|412316861386|2012-07-30T15:40:48.242+0000
19791209300852|962072675275|2012-07-01T04:33:33.675+0000
19791209300852|962072675423|2012-08-16T22:35:47.779+0000
19791209300852|962072675440|2012-08-16T06:14:03.320+0000
19791209300852|343597384835|2012-01-14T19:08:39.365+0000
459|893353198754|2012-08-02T22:14:54.885+0000
24189255811566|618475291820|2012-07-12T05:50:22.907+0000
21990232556528|618475291822|2012-05-17T19:23:48.959+0000
4398046512267|618475291829|2012-08-15T17:09:55.430+0000
459|824633722048|2012-09-11T18:42:14.792+0000
4398046511596|824633722048|2012-06-30T09:57:05.763+0000
19791209301252|824633722048|2012-06-12T11:16:20.942+0000
4398046511667|962072675522|2012-07-12T05:36:00.518+0000
4398046511667|962072675531|2012-07-12T09:59:34.424+0000
4398046511596|755914245341|2012-05-25T19:30:55.101+0000
19791209301252|755914245341|2012-04-01T11:18:04.065+0000
21990232556528|755914245341|2012-04-26T02:16:09.093+0000
4398046511596|824633722106|2012-07-16T15:11:19.626+0000
4398046512267|755914245384|2012-04-21T07:11:37.095+0000
21990232556528|755914245384|2012-06-28T15:04:15.235+0000
459|618475291924|2011-09-30T05:25:43.126+0000
459|618475291926|2011-09-29T05:00:57.157+0000
4398046511667|962072675621|2012-08-30T01:12:21.725+0000
4398046511667|962072675625|2012-09-03T10:48:58.296+0000
4398046512267|962072675625|2012-08-24T14:13:58.054+0000
24189255811566|962072675625|2012-05-31T07:27:53.628+0000
459|755914245424|2012-07-17T07:28:23.005+0000
459|755914245429|2012-07-17T16:05:32.895+0000
4398046511596|755914245429|2012-01-18T08:03:34.914+0000
459|755914245430|2012-07-18T10:44:15.555+0000
4398046511596|755914245430|2012-01-18T05:39:12.490+0000
4398046512267|755914245430|2012-06-30T19:00:31.200+0000
21990232556528|755914245430|2011-11-17T18:09:07.762+0000
4398046511596|687194768715|2012-09-07T15:59:29.864+0000
4398046511667|687194768716|2011-11-30T19:48:12.255+0000
987|824633722206|2012-05-03T07:05:39.781+0000
15393162789093|824633722206|2012-03-20T13:35:15.362+0000
26388279067669|824633722206|2012-04-12T22:02:13.016+0000
987|962072675729|2012-07-29T06:35:25.754+0000
987|755914245530|2012-03-15T02:54:09.117+0000
8796093023000|962072675863|2012-06-22T08:27:05.189+0000
998|755914245751|2012-08-03T01:52:33.594+0000
609|962072675985|2012-07-20T13:48:57.316+0000
1269|962072675985|2012-06-11T09:26:24.311+0000
15393162789093|962072675985|2012-08-24T08:23:59.447+0000
15393162790014|962072675985|2012-07-16T20:22:35.051+0000
17592186044897|962072675985|2012-08-31T13:10:24.479+0000
17592186045382|962072675985|2012-07-18T18:16:21.734+0000
24189255812426|962072675985|2012-06-14T05:50:45.068+0000
24189255812580|962072675985|2012-09-11T17:23:18.440+0000
15393162789174|824633722514|2012-07-29T01:28:18.759+0000
15393162789093|962072675997|2012-05-30T12:59:08.936+0000
15393162789174|962072675997|2012-06-21T05:21:46.943+0000
17592186045382|962072675997|2012-07-18T06:43:36.293+0000
24189255812426|962072675997|2012-05-31T11:40:21.481+0000
24189255812733|962072676058|2012-07-06T01:27:30.566+0000
1269|962072676060|2012-08-09T15:16:55.316+0000
6597069767242|549755815750|2011-06-23T09:17:09.231+0000
976|412316862297|2011-01-12T23:45:20.348+0000
1269|412316862297|2011-01-13T14:44:20.690+0000
6597069767242|412316862297|2011-01-13T15:03:51.050+0000
10995116278234|412316862297|2011-01-13T16:38:23.272+0000
10995116278353|412316862297|2011-01-13T19:06:04.070+0000
13194139533535|412316862297|2011-02-05T22:41:06.878+0000
13194139533653|412316862297|2011-02-05T03:05:37.699+0000
15393162789604|412316862297|2011-04-28T12:14:24.815+0000
17592186044551|412316862297|2011-06-18T01:56:09.453+0000
17592186045074|412316862297|2011-06-19T23:38:18.131+0000
17592186045865|412316862297|2011-06-06T05:49:03.573+0000
19791209300771|412316862297|2011-08-19T05:51:20.901+0000
21990232555611|412316862297|2011-11-13T02:10:14.861+0000
21990232556528|412316862297|2011-10-20T23:19:09.731+0000
21990232556650|412316862297|2011-11-13T14:26:27.622+0000
30786325578932|412316862297|2012-06-21T09:01:29.843+0000
30786325579247|412316862297|2012-06-15T12:14:47.955+0000
32985348833378|412316862297|2012-09-03T21:32:59.917+0000
32985348833438|412316862297|2012-07-27T01:16:41.478+0000
976|618475292520|2011-07-22T01:17:01.351+0000
1269|618475292520|2011-07-22T11:52:28.515+0000
6597069767242|618475292520|2011-07-24T00:32:36.522+0000
10995116278234|618475292520|2011-07-24T08:57:45.058+0000
10995116278353|618475292520|2011-07-21T16:45:04.575+0000
13194139533535|618475292520|2011-07-25T08:28:59.745+0000
13194139533653|618475292520|2011-07-23T00:11:53.940+0000
15393162789604|618475292520|2011-07-25T07:48:20.276+0000
17592186044551|618475292520|2011-07-22T16:19:43.349+0000
17592186045074|618475292520|2011-07-25T05:45:55.531+0000
17592186045865|618475292520|2011-07-20T23:27:08.931+0000
19791209300771|618475292520|2011-08-18T23:42:34.039+0000
21990232555611|618475292520|2011-11-12T21:42:30.475+0000
21990232556528|618475292520|2011-10-18T20:52:47.838+0000
21990232556650|618475292520|2011-11-14T13:30:14.698+0000
30786325578932|618475292520|2012-06-19T16:49:48.050+0000
30786325579247|618475292520|2012-06-13T10:05:09.057+0000
32985348833378|618475292520|2012-09-06T06:41:04.954+0000
32985348833438|618475292520|2012-07-30T06:43:09.948+0000
976|687194769281|2011-09-23T02:05:53.014+0000
32985348833378|481036339111|2012-09-07T07:15:48.650+0000
30786325579247|1030792153017|2012-07-30T07:48:09.198+0000
15393162789093|412316862470|2011-05-16T03:29:08.880+0000
15393162789787|481036339350|2011-05-04T07:16:57.193+0000
290|618475292843|2011-07-29T08:32:54.011+0000
1050|618475292843|2011-08-02T04:04:21.928+0000
1131|618475292843|2011-07-28T06:41:55.627+0000
1160|618475292843|2011-07-30T11:35:37.212+0000
2199023256744|618475292843|2011-07-31T11:36:35.856+0000
4398046512267|618475292843|2011-07-31T11:31:39.116+0000
6597069766846|618475292843|2011-07-28T16:57:03.601+0000
6597069766850|618475292843|2011-07-28T23:59:58.650+0000
6597069767067|618475292843|2011-07-30T05:36:07.288+0000
6597069767242|618475292843|2011-07-29T18:12:00.754+0000
6597069767572|618475292843|2011-07-28T06:27:21.625+0000
8796093023133|618475292843|2011-08-02T15:03:04.435+0000
8796093023897|618475292843|2011-07-29T02:01:18.895+0000
13194139534578|618475292843|2011-07-31T19:23:23.807+0000
13194139534853|618475292843|2011-07-31T23:13:06.729+0000
13194139534982|618475292843|2011-07-29T01:00:36.777+0000
15393162789787|618475292843|2011-07-31T18:05:58.723+0000
17592186045168|618475292843|2011-07-29T04:50:34.455+0000
17592186045408|618475292843|2011-08-02T06:42:03.817+0000
17592186045551|618475292843|2011-07-28T04:19:47.629+0000
19791209301454|618475292843|2011-08-16T21:23:30.456+0000
19791209301471|618475292843|2011-09-09T11:18:09.870+0000
19791209301519|618475292843|2011-07-28T19:30:00.343+0000
19791209301554|618475292843|2011-08-12T15:49:07.623+0000
21990232555850|618475292843|2011-09-27T18:04:19.395+0000
21990232556497|618475292843|2011-10-03T22:58:23.955+0000
24189255811116|618475292843|2012-01-08T20:08:26.656+0000
24189255812295|618475292843|2011-12-31T11:50:47.911+0000
26388279067047|618475292843|2012-02-14T15:41:21.368+0000
26388279068113|618475292843|2012-03-07T10:36:51.814+0000
28587302322548|618475292843|2012-05-21T16:18:25.562+0000
28587302323193|618475292843|2012-05-11T15:57:43.495+0000
28587302323441|618475292843|2012-03-25T03:48:09.220+0000
28587302323855|618475292843|2012-05-03T10:16:06.604+0000
30786325578056|618475292843|2012-07-02T07:36:39.894+0000
30786325578932|618475292843|2012-06-09T10:43:33.743+0000
32985348833548|618475292843|2012-08-10T20:44:18.800+0000
32985348833673|618475292843|2012-07-11T17:15:30.769+0000
6597069767067|618475292889|2011-08-16T21:47:59.873+0000
1131|274877909312|2010-09-16T15:06:54.335+0000
21990232556497|343597386164|2011-10-07T05:22:36.610+0000
24189255811116|343597386164|2012-01-07T18:14:12.635+0000
24189255812295|343597386164|2011-12-26T04:58:00.873+0000
318|962072676840|2012-07-08T16:27:59.324+0000
2199023255981|962072676840|2012-07-08T01:11:02.647+0000
2199023255981|755914246810|2012-05-04T16:00:52.362+0000
2199023256077|755914246810|2011-11-30T00:13:06.370+0000
2199023256530|755914246810|2012-01-03T02:46:28.179+0000
2199023257239|755914246810|2012-08-28T02:36:19.555+0000
10995116278353|755914246810|2012-03-22T20:23:23.153+0000
17592186044862|755914246810|2012-04-18T17:56:32.884+0000
30786325578932|755914246810|2012-08-08T16:30:07.249+0000
30786325579091|755914246810|2012-08-13T14:30:43.209+0000
318|755914246852|2012-04-25T23:48:21.901+0000
8796093023907|755914246852|2012-08-17T11:28:54.002+0000
21990232556771|755914246852|2012-04-07T19:44:36.166+0000
30786325579091|755914246852|2012-08-27T06:47:55.480+0000
2199023255981|481036339919|2011-06-27T12:21:16.980+0000
2199023256077|481036339919|2012-05-05T21:49:09.556+0000
2199023256530|481036339919|2011-08-14T03:54:14.488+0000
2199023257239|481036339919|2012-05-03T20:50:39.175+0000
6597069766733|481036339919|2011-07-27T01:19:06.454+0000
8796093023907|481036339919|2012-07-27T16:13:33.641+0000
10995116278353|481036339919|2012-05-16T07:47:23.198+0000
21990232556771|481036339919|2012-04-21T15:16:15.730+0000
26388279067669|481036339919|2012-05-27T11:33:45.814+0000
30786325578932|481036339919|2012-07-27T08:20:36.442+0000
30786325579091|481036339919|2012-06-17T14:31:34.444+0000
32985348834682|481036339919|2012-09-02T10:20:46.449+0000
2199023256530|481036339920|2011-08-10T13:09:42.169+0000
21990232556771|687194770154|2012-07-17T00:17:07.368+0000
6597069766733|687194770158|2011-12-13T21:47:47.433+0000
2199023257239|962072677121|2012-08-21T21:06:28.138+0000
6597069766733|962072677121|2012-07-03T23:21:51.995+0000
8796093023907|962072677121|2012-09-03T14:42:25.415+0000
10995116278353|962072677121|2012-08-08T15:00:25.187+0000
26388279067669|962072677121|2012-07-15T05:01:36.402+0000
30786325579091|962072677121|2012-07-23T02:01:06.982+0000
2199023256530|549755816709|2011-12-02T12:43:35.179+0000
318|687194770218|2012-02-04T14:15:35.076+0000
2199023255981|687194770218|2012-05-08T21:28:14.036+0000
2199023256077|687194770218|2012-06-18T15:37:06.839+0000
2199023256086|687194770218|2012-03-07T14:03:58.891+0000
17592186044862|687194770218|2012-01-02T13:45:49.344+0000
21990232556771|687194770218|2012-05-24T01:34:09.905+0000
2199023256077|687194770220|2012-06-13T06:54:26.045+0000
2199023256077|687194770222|2012-06-13T06:34:27.288+0000
2199023256086|687194770225|2012-03-09T20:01:16.929+0000
318|549755816789|2012-06-06T13:04:16.577+0000
2199023255981|549755816789|2011-11-06T17:59:38.357+0000
2199023256086|549755816789|2012-09-01T13:11:28.090+0000
2199023256530|549755816789|2011-09-08T18:15:56.421+0000
2199023257239|549755816789|2012-02-20T18:07:06.722+0000
10995116278353|549755816789|2012-04-16T06:27:09.741+0000
17592186044862|549755816789|2011-07-27T22:09:07.301+0000
21990232556771|549755816789|2012-03-31T17:01:07.232+0000
26388279067426|549755816789|2012-04-07T19:30:44.779+0000
26388279067669|549755816789|2012-03-15T14:18:03.886+0000
318|549755816798|2012-06-10T12:07:05.560+0000
2199023255981|549755816798|2011-11-06T23:56:40.567+0000
2199023256086|549755816798|2012-09-02T23:05:45.794+0000
2199023256530|549755816798|2011-09-09T05:11:51.077+0000
2199023257239|549755816798|2012-02-20T21:14:32.317+0000
10995116278353|549755816798|2012-04-14T15:29:46.964+0000
17592186044862|549755816798|2011-07-31T03:40:19.815+0000
21990232556771|549755816798|2012-04-02T06:05:07.127+0000
26388279067426|549755816798|2012-04-04T10:11:02.726+0000
26388279067669|549755816798|2012-03-17T03:10:58.603+0000
318|618475293553|2012-01-30T04:38:51.805+0000
318|893353200503|2012-09-11T17:04:40.316+0000
2199023255981|893353200503|2012-07-21T02:49:01.942+0000
2199023256086|893353200503|2012-07-28T20:19:40.097+0000
2199023256530|893353200503|2012-09-08T07:43:02.499+0000
6597069766733|893353200503|2012-09-07T00:08:18.858+0000
10995116278353|893353200503|2012-08-08T19:48:03.318+0000
17592186044862|893353200503|2012-09-11T03:22:59.601+0000
26388279067426|893353200503|2012-04-28T18:40:25.002+0000
30786325579091|893353200503|2012-08-22T10:19:01.084+0000
318|618475293583|2012-01-16T08:12:43.764+0000
2199023256077|618475293583|2011-10-16T11:54:48.302+0000
2199023257239|618475293583|2011-09-17T10:02:44.581+0000
8796093023907|618475293583|2012-03-23T06:30:37.398+0000
10995116278353|618475293583|2012-06-08T06:21:16.536+0000
17592186044862|618475293583|2012-09-07T03:52:01.238+0000
26388279067669|618475293583|2012-08-26T12:47:45.112+0000
30786325579091|618475293583|2012-06-12T09:43:58.691+0000
4398046511596|893353200601|2012-08-25T22:48:53.561+0000
6597069768236|893353200601|2012-07-06T05:38:38.841+0000
13194139533535|893353200601|2012-04-01T22:26:50.656+0000
26388279067734|893353200601|2012-04-15T13:12:50.694+0000
6597069768236|962072677366|2012-09-10T03:08:16.634+0000
13194139533535|962072677368|2012-08-27T18:07:31.146+0000
2199023256300|962072677383|2012-07-26T23:50:34.394+0000
26388279068081|962072677383|2012-06-29T17:36:36.814+0000
2199023256300|962072677395|2012-07-30T15:43:08.008+0000
26388279068081|962072677395|2012-06-28T08:51:17.832+0000
2199023256300|893353200669|2012-06-03T18:16:29.180+0000
6597069768236|893353200669|2012-06-29T14:11:06.065+0000
13194139533505|893353200669|2012-05-18T11:42:59.366+0000
17592186045864|893353200669|2012-05-30T11:20:07.525+0000
26388279067708|893353200669|2012-08-25T03:40:57.355+0000
26388279067734|893353200669|2012-07-28T02:34:48.825+0000
26388279068081|893353200669|2012-04-16T09:16:58.837+0000
318|1030792154511|2012-08-07T04:36:21.475+0000
459|1030792154511|2012-08-05T23:01:17.550+0000
668|1030792154511|2012-08-09T03:08:14.660+0000
2199023256086|1030792154511|2012-08-08T02:54:07.922+0000
2199023256881|1030792154511|2012-08-05T14:04:57.457+0000
4398046511332|1030792154511|2012-08-06T17:58:59.490+0000
4398046512603|1030792154511|2012-08-06T18:35:59.301+0000
6597069767341|1030792154511|2012-08-09T06:14:53.771+0000
6597069768320|1030792154511|2012-08-06T20:29:21.918+0000
8796093022647|1030792154511|2012-08-07T07:40:21.852+0000
8796093023550|1030792154511|2012-08-05T15:44:01.497+0000
8796093023851|1030792154511|2012-08-06T01:16:33.157+0000
13194139533817|1030792154511|2012-08-09T09:36:10.613+0000
13194139533859|1030792154511|2012-08-08T12:59:29.008+0000
13194139534076|1030792154511|2012-08-05T14:48:31.019+0000
15393162788906|1030792154511|2012-08-06T14:24:23.888+0000
15393162789219|1030792154511|2012-08-05T18:05:36.052+0000
15393162790223|1030792154511|2012-08-06T04:31:20.298+0000
17592186044862|1030792154511|2012-08-06T03:54:40.302+0000
17592186045078|1030792154511|2012-08-08T04:45:44.089+0000
17592186045551|1030792154511|2012-08-07T01:17:16.131+0000
17592186045981|1030792154511|2012-08-06T03:43:56.024+0000
19791209300631|1030792154511|2012-08-05T09:08:26.480+0000
21990232556180|1030792154511|2012-08-09T23:36:38.593+0000
24189255811638|1030792154511|2012-08-07T03:31:27.296+0000
26388279067534|1030792154511|2012-08-08T17:30:25.202+0000
26388279067560|1030792154511|2012-08-07T18:24:10.285+0000
26388279067708|1030792154511|2012-08-05T12:37:33.557+0000
26388279068177|1030792154511|2012-08-05T21:03:37.925+0000
26388279068275|1030792154511|2012-08-08T07:20:16.952+0000
28587302322689|1030792154511|2012-08-05T23:44:06.836+0000
28587302323035|1030792154511|2012-08-11T19:54:45.298+0000
28587302323701|1030792154511|2012-08-06T01:37:00.224+0000
30786325577960|1030792154511|2012-08-05T22:34:23.655+0000
30786325578585|1030792154511|2012-08-06T00:08:16.306+0000
30786325578600|1030792154511|2012-08-06T17:19:04.322+0000
30786325578794|1030792154511|2012-08-05T09:37:30.083+0000
30786325579109|1030792154511|2012-08-08T14:37:31.906+0000
32985348833670|1030792154511|2012-09-13T09:00:37.682+0000
32985348834723|1030792154511|2012-08-17T10:49:37.289+0000
17592186044862|755914247752|2011-12-21T09:25:58.804+0000
772|893353201490|2012-04-09T09:59:13.125+0000
998|893353201490|2012-04-08T17:45:35.259+0000
8796093022435|893353201490|2012-04-10T23:23:55.374+0000
13194139533574|755914248535|2011-12-27T02:29:44.550+0000
2199023256437|755914249034|2012-09-04T08:43:43.135+0000
8796093023000|755914249034|2012-07-28T13:05:01.267+0000
21990232555834|755914249034|2012-03-13T09:49:47.231+0000
28587302322372|755914249034|2012-07-17T17:37:36.515+0000
8796093023000|687194772308|2012-07-25T11:39:36.038+0000
26388279067625|687194772312|2012-07-22T05:36:24.955+0000
21990232555834|1030792156016|2012-09-02T09:55:34.073+0000
21990232555834|549755818873|2012-07-10T19:37:10.346+0000
345|755914249112|2012-03-25T15:42:17.943+0000
2199023256418|755914249112|2012-03-25T15:48:33.685+0000
2199023256437|755914249112|2012-07-26T10:06:12.132+0000
8796093023000|755914249112|2012-03-28T09:59:10.548+0000
21990232555834|755914249112|2011-12-20T09:21:54.865+0000
345|755914249114|2012-03-29T08:37:13.676+0000
4398046511667|893353202648|2012-05-18T15:50:07.525+0000
13194139533535|687194772455|2012-07-05T18:17:32.013+0000
30786325578932|687194772455|2012-07-17T08:35:58.229+0000
4398046511667|618475295725|2012-05-03T05:06:22.761+0000
19791209301592|618475295725|2012-06-14T23:26:10.796+0000
21990232556410|618475295725|2011-12-13T10:39:13.924+0000
21990232556410|893353202683|2012-08-22T17:23:28.601+0000
8796093023493|893353202685|2012-05-18T15:10:18.098+0000
13194139533535|893353202697|2012-04-09T17:32:55.069+0000
19791209301592|893353202697|2012-09-07T22:01:00.270+0000
21990232556410|893353202697|2012-05-25T21:18:52.436+0000
19791209301592|893353202698|2012-09-08T21:30:37.446+0000
4398046511667|893353202712|2012-05-13T07:40:27.270+0000
30786325578932|893353202733|2012-07-20T21:50:51.635+0000
30786325578932|893353202740|2012-07-23T12:17:09.886+0000
13194139533535|1030792156221|2012-08-26T23:20:01.915+0000
8796093023493|687194772579|2011-12-14T06:30:59.375+0000
6597069768211|687194772613|2012-01-21T23:57:15.402+0000
17592186045896|755914249396|2012-07-04T23:07:58.552+0000
21990232555524|824633726158|2012-03-16T21:49:43.207+0000
459|962072679638|2012-07-22T04:38:23.356+0000
459|962072679641|2012-07-27T20:26:30.582+0000
6597069768211|962072679641|2012-07-07T19:02:05.441+0000
2199023256456|1030792156420|2012-08-14T16:00:57.334+0000
4398046511596|824633726301|2012-01-11T20:16:02.423+0000
4398046512142|824633726301|2012-01-12T00:09:56.311+0000
4398046512267|824633726301|2012-01-13T12:01:53.039+0000
4398046512356|824633726301|2012-01-14T09:11:19.810+0000
6597069768236|824633726301|2012-01-13T05:54:21.331+0000
2199023256418|755914249593|2011-11-10T08:57:21.985+0000
32985348834824|755914249686|2012-08-15T22:19:19.808+0000
30786325578932|412316866280|2012-07-15T20:43:42.823+0000
26388279067066|824633726721|2012-08-11T16:40:18.891+0000
2199023256668|549755819778|2012-07-26T00:15:37.195+0000
344|549755819781|2011-08-09T06:29:34.700+0000
2199023256530|549755819781|2011-09-03T11:31:23.633+0000
2199023256668|549755819781|2012-07-25T17:35:26.839+0000
26388279067066|549755819781|2012-05-20T06:40:12.291+0000
318|1030792156938|2012-09-03T12:44:13.956+0000
344|1030792156938|2012-09-05T10:19:07.305+0000
30786325579394|1030792156938|2012-09-04T03:08:51.820+0000
1050|343597389622|2012-03-10T06:44:22.462+0000
2199023256530|1030792156992|2012-09-12T07:58:51.024+0000
26388279067066|1030792156992|2012-09-10T11:28:23.727+0000
318|412316866404|2012-03-03T08:15:18.005+0000
344|412316866404|2011-03-31T07:07:02.517+0000
2199023255936|412316866404|2012-05-28T02:18:20.511+0000
2199023256668|412316866404|2011-11-16T16:56:48.644+0000
4398046511904|412316866404|2011-06-08T23:17:22.448+0000
6597069768211|412316866404|2011-04-03T14:17:16.004+0000
10995116279452|412316866404|2011-04-20T03:05:22.138+0000
15393162790400|412316866404|2011-12-30T11:17:44.585+0000
17592186045238|412316866404|2012-05-26T01:03:56.449+0000
26388279066885|412316866404|2012-07-28T02:28:31.456+0000
26388279067066|412316866404|2012-06-24T10:17:52.230+0000
26388279067086|412316866404|2012-04-09T13:07:24.820+0000
318|755914250101|2012-08-18T11:17:39.991+0000
344|755914250101|2011-12-12T08:00:39.492+0000
1050|755914250101|2012-03-07T13:47:46.458+0000
2199023255936|755914250101|2012-03-01T22:44:04.402+0000
6597069768211|755914250101|2012-07-05T00:53:19.705+0000
15393162790400|755914250101|2012-08-14T17:11:56.291+0000
17592186044425|755914250101|2012-09-10T06:27:14.264+0000
17592186045238|755914250101|2011-12-22T06:17:10.525+0000
26388279067086|755914250101|2012-09-10T11:45:47.970+0000
15393162790400|687194773386|2012-06-05T11:46:08.805+0000
2199023255936|343597389724|2012-04-01T20:40:25.673+0000
344|343597389725|2012-06-27T04:36:55.107+0000
1050|343597389725|2011-07-06T15:40:51.488+0000
2199023255936|343597389725|2012-04-02T13:03:09.821+0000
2199023256668|343597389725|2011-11-02T16:59:17.567+0000
6597069768211|343597389725|2011-10-14T08:09:42.629+0000
10995116279452|343597389725|2012-06-25T09:50:49.135+0000
15393162790400|343597389725|2011-12-05T06:54:21.754+0000
17592186045238|343597389725|2012-07-03T13:58:53.979+0000
